robo,data,ativo,lado,resultado,resultado_pct,hora,estrategia,lote,resultado_bruto,custos
alaska-&-square,2019-10-25,WIN,VENDA,80.00,0,11:09:40,Reversao,4,80.00,0
alaska-&-square,2019-10-25,WIN,VENDA,80.00,0,13:16:40,Reversao,4,80.00,0
alaska-&-square,2019-10-28,WIN,VENDA,264.00,0,11:38:40,Reversao,16,264.00,0
alaska-&-square,2019-10-29,WIN,VENDA,80.00,0,12:59:40,Reversao,4,80.00,0
alaska-&-square,2019-10-31,WIN,VENDA,-920.00,0,13:10:40,Reversao,16,-920.00,0
alaska-&-square,2019-11-01,WIN,VENDA,-920.00,0,11:00:08,Reversao,16,-920.00,0
alaska-&-square,2019-11-01,WIN,VENDA,80.00,0,15:01:13,Reversao,4,80.00,0
alaska-&-square,2019-11-04,WIN,VENDA,80.00,0,11:36:21,Reversao,4,80.00,0
alaska-&-square,2019-11-04,WIN,VENDA,80.00,0,13:34:19,Reversao,4,80.00,0
alaska-&-square,2019-11-04,WIN,VENDA,-920.00,0,15:51:14,Reversao,16,-920.00,0
alaska-&-square,2019-11-05,WIN,VENDA,80.00,0,12:09:14,Reversao,4,80.00,0
alaska-&-square,2019-11-05,WIN,VENDA,80.00,0,16:34:16,Reversao,4,80.00,0
alaska-&-square,2019-11-06,WIN,VENDA,80.00,0,11:00:06,Reversao,4,80.00,0
alaska-&-square,2019-11-06,WIN,VENDA,80.00,0,13:01:21,Reversao,4,80.00,0
alaska-&-square,2019-11-07,WIN,VENDA,264.00,0,12:03:13,Reversao,16,264.00,0
alaska-&-square,2019-11-08,WIN,VENDA,80.00,0,14:34:16,Reversao,4,80.00,0
alaska-&-square,2019-11-11,WIN,VENDA,80.00,0,11:29:13,Reversao,4,80.00,0
alaska-&-square,2019-11-12,WIN,VENDA,-920.00,0,16:11:13,Reversao,16,-920.00,0
alaska-&-square,2019-11-13,WIN,VENDA,80.00,0,11:13:14,Reversao,4,80.00,0
alaska-&-square,2019-11-14,WIN,VENDA,80.00,0,12:30:14,Reversao,4,80.00,0
alaska-&-square,2019-11-14,WIN,VENDA,-920.00,0,15:57:14,Reversao,16,-920.00,0
alaska-&-square,2019-11-18,WIN,VENDA,80.00,0,10:04:09,Reversao,4,80.00,0
alaska-&-square,2019-11-18,WIN,VENDA,80.00,0,14:28:21,Reversao,4,80.00,0
alaska-&-square,2019-11-19,WIN,VENDA,80.00,0,10:45:05,Reversao,4,80.00,0
alaska-&-square,2019-11-21,WIN,VENDA,80.00,0,12:16:08,Reversao,4,80.00,0
alaska-&-square,2019-11-22,WIN,VENDA,80.00,0,12:34:20,Reversao,4,80.00,0
alaska-&-square,2019-11-25,WIN,VENDA,80.00,0,11:01:07,Reversao,4,80.00,0
alaska-&-square,2019-11-26,WIN,VENDA,80.00,0,14:17:05,Reversao,4,80.00,0
alaska-&-square,2019-11-28,WIN,VENDA,80.00,0,12:21:07,Reversao,4,80.00,0
alaska-&-square,2019-11-29,WIN,VENDA,80.00,0,10:14:14,Reversao,4,80.00,0
alaska-&-square,2019-11-29,WIN,VENDA,80.00,0,11:12:21,Reversao,4,80.00,0
alaska-&-square,2019-11-29,WIN,VENDA,80.00,0,14:14:16,Reversao,4,80.00,0
alaska-&-square,2019-11-29,WIN,VENDA,264.00,0,16:20:05,Reversao,16,264.00,0
alaska-&-square,2019-12-02,WIN,VENDA,-920.00,0,16:30:20,Reversao,16,-920.00,0
alaska-&-square,2019-12-03,WIN,VENDA,80.00,0,10:11:05,Reversao,4,80.00,0
alaska-&-square,2019-12-05,WIN,VENDA,-920.00,0,11:58:14,Reversao,16,-920.00,0
alaska-&-square,2019-12-06,WIN,VENDA,-920.00,0,12:57:43,Reversao,16,-920.00,0
alaska-&-square,2019-12-10,WIN,VENDA,264.00,0,10:07:10,Reversao,16,264.00,0
alaska-&-square,2019-12-10,WIN,VENDA,80.00,0,11:37:09,Reversao,4,80.00,0
alaska-&-square,2019-12-11,WIN,VENDA,264.00,0,10:24:10,Reversao,16,264.00,0
alaska-&-square,2019-12-11,WIN,VENDA,264.00,0,15:54:08,Reversao,16,264.00,0
alaska-&-square,2019-12-17,WIN,VENDA,80.00,0,15:21:20,Reversao,4,80.00,0
alaska-&-square,2019-12-19,WIN,VENDA,-920.00,0,15:19:16,Reversao,16,-920.00,0
alaska-&-square,2019-12-20,WIN,VENDA,80.00,0,10:07:05,Reversao,4,80.00,0
alaska-&-square,2019-12-20,WIN,VENDA,264.00,0,15:29:20,Reversao,16,264.00,0
alaska-&-square,2019-12-27,WIN,VENDA,80.00,0,10:15:04,Reversao,4,80.00,0
alaska-&-square,2019-12-27,WIN,VENDA,80.00,0,14:55:14,Reversao,4,80.00,0
alaska-&-square,2019-12-30,WIN,VENDA,80.00,0,11:34:10,Reversao,4,80.00,0
alaska-&-square,2020-01-02,WIN,VENDA,80.00,0,12:13:21,Reversao,4,80.00,0
alaska-&-square,2020-01-03,WIN,VENDA,80.00,0,12:00:08,Reversao,4,80.00,0
alaska-&-square,2020-01-03,WIN,VENDA,264.00,0,15:37:21,Reversao,16,264.00,0
alaska-&-square,2020-01-06,WIN,VENDA,80.00,0,15:14:05,Reversao,4,80.00,0
alaska-&-square,2020-01-07,WIN,VENDA,80.00,0,16:18:05,Reversao,4,80.00,0
alaska-&-square,2020-01-08,WIN,VENDA,80.00,0,10:46:14,Reversao,4,80.00,0
alaska-&-square,2020-01-08,WIN,VENDA,264.00,0,14:46:20,Reversao,16,264.00,0
alaska-&-square,2020-01-09,WIN,VENDA,80.00,0,11:05:09,Reversao,4,80.00,0
alaska-&-square,2020-01-09,WIN,VENDA,80.00,0,14:15:07,Reversao,4,80.00,0
alaska-&-square,2020-01-10,WIN,VENDA,80.00,0,11:31:21,Reversao,4,80.00,0
alaska-&-square,2020-01-10,WIN,VENDA,80.00,0,13:18:21,Reversao,4,80.00,0
alaska-&-square,2020-01-10,WIN,VENDA,80.00,0,16:14:07,Reversao,4,80.00,0
alaska-&-square,2020-01-13,WIN,VENDA,-920.00,0,11:20:05,Reversao,16,-920.00,0
alaska-&-square,2020-01-13,WIN,VENDA,-920.00,0,14:35:13,Reversao,16,-920.00,0
alaska-&-square,2020-01-14,WIN,VENDA,80.00,0,11:29:08,Reversao,4,80.00,0
alaska-&-square,2020-01-14,WIN,VENDA,80.00,0,13:28:05,Reversao,4,80.00,0
alaska-&-square,2020-01-16,WIN,VENDA,80.00,0,10:36:10,Reversao,4,80.00,0
alaska-&-square,2020-01-16,WIN,VENDA,264.00,0,12:25:21,Reversao,16,264.00,0
alaska-&-square,2020-01-17,WIN,VENDA,80.00,0,12:36:13,Reversao,4,80.00,0
alaska-&-square,2020-01-20,WIN,VENDA,80.00,0,11:11:14,Reversao,4,80.00,0
alaska-&-square,2020-01-20,WIN,VENDA,80.00,0,15:25:21,Reversao,4,80.00,0
alaska-&-square,2020-01-21,WIN,VENDA,80.00,0,10:02:08,Reversao,4,80.00,0
alaska-&-square,2020-01-21,WIN,VENDA,264.00,0,11:42:04,Reversao,16,264.00,0
alaska-&-square,2020-01-21,WIN,VENDA,80.00,0,14:15:01,Reversao,4,80.00,0
alaska-&-square,2020-01-22,WIN,VENDA,-920.00,0,10:40:10,Reversao,16,-920.00,0
alaska-&-square,2020-01-22,WIN,VENDA,80.00,0,12:13:19,Reversao,4,80.00,0
alaska-&-square,2020-01-22,WIN,VENDA,264.00,0,14:06:16,Reversao,16,264.00,0
alaska-&-square,2020-01-24,WIN,VENDA,80.00,0,10:04:08,Reversao,4,80.00,0
alaska-&-square,2020-01-24,WIN,VENDA,80.00,0,12:03:14,Reversao,4,80.00,0
alaska-&-square,2020-01-24,WIN,VENDA,264.00,0,15:05:14,Reversao,16,264.00,0
alaska-&-square,2020-01-27,WIN,VENDA,80.00,0,15:57:16,Reversao,4,80.00,0
alaska-&-square,2020-01-28,WIN,VENDA,80.00,0,11:22:08,Reversao,4,80.00,0
alaska-&-square,2020-01-28,WIN,VENDA,264.00,0,14:41:21,Reversao,16,264.00,0
alaska-&-square,2020-01-29,WIN,VENDA,264.00,0,10:03:10,Reversao,16,264.00,0
alaska-&-square,2020-01-29,WIN,VENDA,80.00,0,13:34:14,Reversao,4,80.00,0
alaska-&-square,2020-01-29,WIN,VENDA,80.00,0,16:00:06,Reversao,4,80.00,0
alaska-&-square,2020-01-30,WIN,VENDA,80.00,0,14:29:21,Reversao,4,80.00,0
alaska-&-square,2020-01-30,WIN,VENDA,-920.00,0,16:05:21,Reversao,16,-920.00,0
alaska-&-square,2020-01-31,WIN,VENDA,80.00,0,11:05:10,Reversao,4,80.00,0
alaska-&-square,2020-01-31,WIN,VENDA,-920.00,0,14:16:20,Reversao,16,-920.00,0
alaska-&-square,2020-02-03,WIN,VENDA,80.00,0,13:36:10,Reversao,4,80.00,0
alaska-&-square,2020-02-03,WIN,VENDA,80.00,0,15:29:16,Reversao,4,80.00,0
alaska-&-square,2020-02-04,WIN,VENDA,80.00,0,10:10:03,Reversao,4,80.00,0
alaska-&-square,2020-02-04,WIN,VENDA,80.00,0,14:20:21,Reversao,4,80.00,0
alaska-&-square,2020-02-05,WIN,VENDA,80.00,0,12:08:14,Reversao,4,80.00,0
alaska-&-square,2020-02-05,WIN,VENDA,80.00,0,16:06:13,Reversao,4,80.00,0
alaska-&-square,2020-02-06,WIN,VENDA,80.00,0,10:14:10,Reversao,4,80.00,0
alaska-&-square,2020-02-06,WIN,VENDA,80.00,0,12:06:08,Reversao,4,80.00,0
alaska-&-square,2020-02-06,WIN,VENDA,80.00,0,15:10:08,Reversao,4,80.00,0
alaska-&-square,2020-02-07,WIN,VENDA,264.00,0,11:17:10,Reversao,16,264.00,0
alaska-&-square,2020-02-07,WIN,VENDA,80.00,0,14:49:21,Reversao,4,80.00,0
alaska-&-square,2020-02-10,WIN,VENDA,80.00,0,11:02:10,Reversao,4,80.00,0
alaska-&-square,2020-02-10,WIN,VENDA,264.00,0,13:18:13,Reversao,16,264.00,0
alaska-&-square,2020-02-11,WIN,VENDA,264.00,0,16:06:01,Reversao,16,264.00,0
alaska-&-square,2020-02-12,WIN,VENDA,264.00,0,11:09:14,Reversao,16,264.00,0
alaska-&-square,2020-02-13,WIN,VENDA,80.00,0,11:21:10,Reversao,4,80.00,0
alaska-&-square,2020-02-13,WIN,VENDA,80.00,0,14:27:10,Reversao,4,80.00,0
alaska-&-square,2020-02-13,WIN,VENDA,-664.00,0,16:28:02,Reversao,16,-664.00,0
alaska-&-square,2020-02-14,WIN,VENDA,80.00,0,16:16:10,Reversao,4,80.00,0
alaska-&-square,2020-02-17,WIN,VENDA,80.00,0,10:17:11,Reversao,4,80.00,0
alaska-&-square,2020-02-17,WIN,VENDA,-920.00,0,13:04:14,Reversao,16,-920.00,0
alaska-&-square,2020-02-18,WIN,VENDA,80.00,0,10:09:14,Reversao,4,80.00,0
alaska-&-square,2020-02-18,WIN,VENDA,80.00,0,12:08:20,Reversao,4,80.00,0
alaska-&-square,2020-02-18,WIN,VENDA,-920.00,0,15:38:14,Reversao,16,-920.00,0
alaska-&-square,2020-02-19,WIN,VENDA,80.00,0,14:23:10,Reversao,4,80.00,0
alaska-&-square,2020-02-20,WIN,VENDA,80.00,0,10:13:06,Reversao,4,80.00,0
alaska-&-square,2020-02-20,WIN,VENDA,80.00,0,12:08:21,Reversao,4,80.00,0
alaska-&-square,2020-02-21,WIN,VENDA,80.00,0,15:12:06,Reversao,4,80.00,0
alaska-&-square,2020-02-27,WIN,VENDA,264.00,0,11:00:10,Reversao,16,264.00,0
alaska-&-square,2020-02-27,WIN,VENDA,-920.00,0,15:01:14,Reversao,16,-920.00,0
alaska-&-square,2020-02-28,WIN,VENDA,80.00,0,13:01:10,Reversao,4,80.00,0
alaska-&-square,2020-02-28,WIN,VENDA,80.00,0,14:01:09,Reversao,4,80.00,0
alaska-&-square,2020-02-28,WIN,VENDA,80.00,0,15:02:14,Reversao,4,80.00,0
alaska-&-square,2023-03-20,WIN,VENDA,264.00,0,11:06:04,Reversao,16,264.00,0
alaska-&-square,2019-03-25,WIN,VENDA,-920.00,0,11:12:40,Reversao,16,-920.00,0
alaska-&-square,2022-03-07,WIN,VENDA,264.00,0,11:15:00,Reversao,16,264.00,0
alaska-&-square,2018-03-19,WIN,VENDA,80.00,0,11:54:40,Reversao,4,80.00,0
alaska-&-square,2020-03-03,WIN,VENDA,80.00,0,13:02:21,Reversao,4,80.00,0
alaska-&-square,2020-03-04,WIN,VENDA,80.00,0,16:01:14,Reversao,4,80.00,0
alaska-&-square,2020-03-05,WIN,VENDA,80.00,0,10:22:06,Reversao,4,80.00,0
alaska-&-square,2020-03-05,WIN,VENDA,80.00,0,11:02:16,Reversao,4,80.00,0
alaska-&-square,2020-03-05,WIN,VENDA,80.00,0,14:06:08,Reversao,4,80.00,0
alaska-&-square,2020-03-05,WIN,VENDA,80.00,0,16:02:07,Reversao,4,80.00,0
alaska-&-square,2020-03-06,WIN,VENDA,80.00,0,13:03:10,Reversao,4,80.00,0
alaska-&-square,2018-03-12,WIN,VENDA,80.00,0,11:55:40,Reversao,4,80.00,0
alaska-&-square,2023-03-13,WIN,VENDA,264.00,0,11:57:05,Reversao,16,264.00,0
alaska-&-square,2020-03-09,WIN,VENDA,264.00,0,12:00:20,Reversao,16,264.00,0
alaska-&-square,2020-03-10,WIN,VENDA,264.00,0,11:00:10,Reversao,16,264.00,0
alaska-&-square,2020-03-10,WIN,VENDA,-920.00,0,14:02:21,Reversao,16,-920.00,0
alaska-&-square,2020-03-10,WIN,VENDA,80.00,0,15:01:10,Reversao,4,80.00,0
alaska-&-square,2020-03-11,WIN,VENDA,-920.00,0,11:00:03,Reversao,16,-920.00,0
alaska-&-square,2020-03-13,WIN,VENDA,80.00,0,10:40:28,Reversao,4,80.00,0
alaska-&-square,2020-03-13,WIN,VENDA,80.00,0,13:01:21,Reversao,4,80.00,0
alaska-&-square,2020-03-13,WIN,VENDA,80.00,0,14:00:14,Reversao,4,80.00,0
alaska-&-square,2020-03-13,WIN,VENDA,80.00,0,15:00:16,Reversao,4,80.00,0
alaska-&-square,2020-03-16,WIN,VENDA,264.00,0,12:00:21,Reversao,16,264.00,0
alaska-&-square,2020-03-17,WIN,VENDA,264.00,0,12:01:21,Reversao,16,264.00,0
alaska-&-square,2020-03-17,WIN,VENDA,80.00,0,16:00:10,Reversao,4,80.00,0
alaska-&-square,2020-03-18,WIN,VENDA,-920.00,0,11:00:14,Reversao,16,-920.00,0
alaska-&-square,2020-03-19,WIN,VENDA,80.00,0,13:02:16,Reversao,4,80.00,0
alaska-&-square,2020-03-19,WIN,VENDA,80.00,0,15:00:10,Reversao,4,80.00,0
alaska-&-square,2020-03-19,WIN,VENDA,80.00,0,16:00:10,Reversao,4,80.00,0
alaska-&-square,2020-03-20,WIN,VENDA,80.00,0,12:01:08,Reversao,4,80.00,0
alaska-&-square,2020-03-20,WIN,VENDA,264.00,0,15:01:14,Reversao,16,264.00,0
alaska-&-square,2020-03-23,WIN,VENDA,80.00,0,10:00:05,Reversao,4,80.00,0
alaska-&-square,2020-03-23,WIN,VENDA,-920.00,0,14:00:14,Reversao,16,-920.00,0
alaska-&-square,2020-03-24,WIN,VENDA,80.00,0,10:01:16,Reversao,4,80.00,0
alaska-&-square,2020-03-24,WIN,VENDA,80.00,0,11:00:10,Reversao,4,80.00,0
alaska-&-square,2020-03-24,WIN,VENDA,80.00,0,16:01:02,Reversao,4,80.00,0
alaska-&-square,2020-03-25,WIN,VENDA,264.00,0,10:03:13,Reversao,16,264.00,0
alaska-&-square,2020-03-25,WIN,VENDA,80.00,0,11:02:06,Reversao,4,80.00,0
alaska-&-square,2020-03-25,WIN,VENDA,80.00,0,15:01:10,Reversao,4,80.00,0
alaska-&-square,2020-03-26,WIN,VENDA,80.00,0,10:00:09,Reversao,4,80.00,0
alaska-&-square,2020-03-26,WIN,VENDA,80.00,0,11:01:08,Reversao,4,80.00,0
alaska-&-square,2020-03-26,WIN,VENDA,264.00,0,13:03:14,Reversao,16,264.00,0
alaska-&-square,2020-03-26,WIN,VENDA,264.00,0,16:00:14,Reversao,16,264.00,0
alaska-&-square,2020-03-27,WIN,VENDA,264.00,0,15:00:10,Reversao,16,264.00,0
alaska-&-square,2020-03-27,WIN,VENDA,264.00,0,16:00:14,Reversao,16,264.00,0
alaska-&-square,2022-03-14,WIN,VENDA,-920.00,0,12:02:00,Reversao,16,-920.00,0
alaska-&-square,2024-03-11,WIN,VENDA,80.00,0,12:02:00,Reversao,4,80.00,0
alaska-&-square,2025-03-24,WIN,VENDA,264.00,0,12:03,Reversao,16,264.00,0
alaska-&-square,2020-03-31,WIN,VENDA,-920.00,0,12:01:10,Reversao,16,-920.00,0
alaska-&-square,2020-03-31,WIN,VENDA,264.00,0,13:04:10,Reversao,16,264.00,0
alaska-&-square,2020-03-31,WIN,VENDA,80.00,0,16:04:13,Reversao,4,80.00,0
alaska-&-square,2020-04-01,WIN,VENDA,80.00,0,11:02:10,Reversao,4,80.00,0
alaska-&-square,2020-04-02,WIN,VENDA,264.00,0,12:01:12,Reversao,16,264.00,0
alaska-&-square,2020-04-02,WIN,VENDA,80.00,0,14:05:07,Reversao,4,80.00,0
alaska-&-square,2020-04-02,WIN,VENDA,80.00,0,16:05:08,Reversao,4,80.00,0
alaska-&-square,2020-04-03,WIN,VENDA,80.00,0,16:02:10,Reversao,4,80.00,0
alaska-&-square,2020-04-06,WIN,VENDA,-920.00,0,11:07:21,Reversao,16,-920.00,0
alaska-&-square,2020-04-06,WIN,VENDA,264.00,0,14:10:01,Reversao,16,264.00,0
alaska-&-square,2024-04-09,WIN,VENDA,80.00,0,11:45:00,Reversao,4,80.00,0
alaska-&-square,2020-04-08,WIN,VENDA,264.00,0,12:01:14,Reversao,16,264.00,0
alaska-&-square,2020-04-08,WIN,VENDA,-920.00,0,13:10:14,Reversao,16,-920.00,0
alaska-&-square,2020-04-09,WIN,VENDA,80.00,0,11:01:14,Reversao,4,80.00,0
alaska-&-square,2020-04-09,WIN,VENDA,80.00,0,14:04:20,Reversao,4,80.00,0
alaska-&-square,2020-04-13,WIN,VENDA,80.00,0,12:03:14,Reversao,4,80.00,0
alaska-&-square,2020-04-13,WIN,VENDA,264.00,0,15:13:14,Reversao,16,264.00,0
alaska-&-square,2022-04-19,WIN,VENDA,80.00,0,11:54:00,Reversao,4,80.00,0
alaska-&-square,2023-04-18,WIN,VENDA,80.00,0,12:05:00,Reversao,4,80.00,0
alaska-&-square,2023-04-18,WIN,VENDA,264.00,0,12:12:00,Reversao,16,264.00,0
alaska-&-square,2020-04-14,WIN,VENDA,-920.00,0,12:12:10,Reversao,16,-920.00,0
alaska-&-square,2020-04-15,WIN,VENDA,80.00,0,10:10:07,Reversao,4,80.00,0
alaska-&-square,2020-04-15,WIN,VENDA,264.00,0,11:02:01,Reversao,16,264.00,0
alaska-&-square,2020-04-16,WIN,VENDA,80.00,0,13:07:21,Reversao,4,80.00,0
alaska-&-square,2020-04-17,WIN,VENDA,264.00,0,14:05:06,Reversao,16,264.00,0
alaska-&-square,2020-04-20,WIN,VENDA,264.00,0,12:15:02,Reversao,16,264.00,0
alaska-&-square,2020-04-20,WIN,VENDA,80.00,0,14:24:06,Reversao,4,80.00,0
alaska-&-square,2020-04-22,WIN,VENDA,80.00,0,10:01:10,Reversao,4,80.00,0
alaska-&-square,2020-04-22,WIN,VENDA,80.00,0,12:20:08,Reversao,4,80.00,0
alaska-&-square,2020-04-22,WIN,VENDA,264.00,0,15:07:08,Reversao,16,264.00,0
alaska-&-square,2020-04-23,WIN,VENDA,-920.00,0,10:01:21,Reversao,16,-920.00,0
alaska-&-square,2020-04-23,WIN,VENDA,264.00,0,12:23:12,Reversao,16,264.00,0
alaska-&-square,2020-04-23,WIN,VENDA,80.00,0,16:05:20,Reversao,4,80.00,0
alaska-&-square,2020-04-24,WIN,VENDA,80.00,0,15:00:12,Reversao,4,80.00,0
alaska-&-square,2020-04-24,WIN,VENDA,-920.00,0,16:04:13,Reversao,16,-920.00,0
alaska-&-square,2020-04-27,WIN,VENDA,-920.00,0,13:28:02,Reversao,16,-920.00,0
alaska-&-square,2020-04-27,WIN,VENDA,80.00,0,14:04:10,Reversao,4,80.00,0
alaska-&-square,2020-04-27,WIN,VENDA,80.00,0,16:06:19,Reversao,4,80.00,0
alaska-&-square,2021-04-20,WIN,VENDA,80.00,0,12:19:07,Reversao,4,80.00,0
alaska-&-square,2021-04-06,WIN,VENDA,80.00,0,12:20:07,Reversao,4,80.00,0
alaska-&-square,2020-04-29,WIN,VENDA,80.00,0,10:10:10,Reversao,4,80.00,0
alaska-&-square,2020-04-29,WIN,VENDA,80.00,0,11:03:10,Reversao,4,80.00,0
alaska-&-square,2020-04-29,WIN,VENDA,264.00,0,16:15:08,Reversao,16,264.00,0
alaska-&-square,2020-04-30,WIN,VENDA,80.00,0,11:04:59,Reversao,4,80.00,0
alaska-&-square,2020-04-30,WIN,VENDA,80.00,0,14:30:07,Reversao,4,80.00,0
alaska-&-square,2020-05-15,WIN,VENDA,264.00,0,15:36:05,Reversao,16,264.00,0
alaska-&-square,2020-05-18,WIN,VENDA,80.00,0,11:11:02,Reversao,4,80.00,0
alaska-&-square,2020-05-18,WIN,VENDA,264.00,0,12:38:12,Reversao,16,264.00,0
alaska-&-square,2020-05-18,WIN,VENDA,-920.00,0,15:39:08,Reversao,16,-920.00,0
alaska-&-square,2020-05-19,WIN,VENDA,80.00,0,10:03:08,Reversao,4,80.00,0
alaska-&-square,2020-05-19,WIN,VENDA,-920.00,0,12:06:09,Reversao,16,-920.00,0
alaska-&-square,2020-05-19,WIN,VENDA,264.00,0,13:33:43,Reversao,16,264.00,0
alaska-&-square,2020-05-20,WIN,VENDA,-920.00,0,10:03:10,Reversao,16,-920.00,0
alaska-&-square,2020-05-20,WIN,VENDA,264.00,0,12:10:14,Reversao,16,264.00,0
alaska-&-square,2020-05-20,WIN,VENDA,80.00,0,15:09:14,Reversao,4,80.00,0
alaska-&-square,2020-05-20,WIN,VENDA,264.00,0,16:08:13,Reversao,16,264.00,0
alaska-&-square,2020-05-21,WIN,VENDA,80.00,0,12:00:08,Reversao,4,80.00,0
alaska-&-square,2020-05-22,WIN,VENDA,80.00,0,14:31:14,Reversao,4,80.00,0
alaska-&-square,2020-05-25,WIN,VENDA,80.00,0,13:25:13,Reversao,4,80.00,0
alaska-&-square,2020-05-26,WIN,VENDA,264.00,0,10:30:06,Reversao,16,264.00,0
alaska-&-square,2020-05-26,WIN,VENDA,80.00,0,12:10:06,Reversao,4,80.00,0
alaska-&-square,2020-05-26,WIN,VENDA,-920.00,0,14:19:08,Reversao,16,-920.00,0
alaska-&-square,2020-05-26,WIN,VENDA,264.00,0,16:27:21,Reversao,16,264.00,0
alaska-&-square,2020-05-28,WIN,VENDA,80.00,0,13:03:13,Reversao,4,80.00,0
alaska-&-square,2020-05-29,WIN,VENDA,80.00,0,10:08:08,Reversao,4,80.00,0
alaska-&-square,2020-05-29,WIN,VENDA,80.00,0,16:14:10,Reversao,4,80.00,0
alaska-&-square,2020-06-01,WIN,VENDA,-920.00,0,16:48:08,Reversao,16,-920.00,0
alaska-&-square,2020-06-02,WIN,VENDA,80.00,0,12:14:10,Reversao,4,80.00,0
alaska-&-square,2020-06-03,WIN,VENDA,80.00,0,13:47:08,Reversao,4,80.00,0
alaska-&-square,2020-06-04,WIN,VENDA,80.00,0,12:13:07,Reversao,4,80.00,0
alaska-&-square,2020-06-04,WIN,VENDA,264.00,0,15:31:14,Reversao,16,264.00,0
alaska-&-square,2020-06-05,WIN,VENDA,80.00,0,10:57:04,Reversao,4,80.00,0
alaska-&-square,2020-06-05,WIN,VENDA,-920.00,0,12:09:21,Reversao,16,-920.00,0
alaska-&-square,2020-06-08,WIN,VENDA,264.00,0,11:01:13,Reversao,16,264.00,0
alaska-&-square,2020-06-09,WIN,VENDA,80.00,0,11:02:04,Reversao,4,80.00,0
alaska-&-square,2020-06-09,WIN,VENDA,80.00,0,12:39:16,Reversao,4,80.00,0
alaska-&-square,2020-06-09,WIN,VENDA,-920.00,0,15:26:16,Reversao,16,-920.00,0
alaska-&-square,2020-06-10,WIN,VENDA,80.00,0,10:09:08,Reversao,4,80.00,0
alaska-&-square,2020-06-10,WIN,VENDA,80.00,0,13:06:14,Reversao,4,80.00,0
alaska-&-square,2020-06-12,WIN,VENDA,80.00,0,11:14:07,Reversao,4,80.00,0
alaska-&-square,2020-06-12,WIN,VENDA,80.00,0,13:10:10,Reversao,4,80.00,0
alaska-&-square,2020-06-12,WIN,VENDA,80.00,0,14:02:14,Reversao,4,80.00,0
alaska-&-square,2020-06-15,WIN,VENDA,-920.00,0,11:01:01,Reversao,16,-920.00,0
alaska-&-square,2020-06-15,WIN,VENDA,-920.00,0,16:36:08,Reversao,16,-920.00,0
alaska-&-square,2020-06-16,WIN,VENDA,264.00,0,10:05:02,Reversao,16,264.00,0
alaska-&-square,2020-06-16,WIN,VENDA,264.00,0,13:02:01,Reversao,16,264.00,0
alaska-&-square,2020-06-16,WIN,VENDA,80.00,0,14:09:21,Reversao,4,80.00,0
alaska-&-square,2020-06-16,WIN,VENDA,80.00,0,16:04:20,Reversao,4,80.00,0
alaska-&-square,2020-06-17,WIN,VENDA,-920.00,0,11:10:10,Reversao,16,-920.00,0
alaska-&-square,2020-06-17,WIN,VENDA,80.00,0,12:10:05,Reversao,4,80.00,0
alaska-&-square,2020-06-17,WIN,VENDA,80.00,0,15:03:10,Reversao,4,80.00,0
alaska-&-square,2020-06-18,WIN,VENDA,80.00,0,12:03:13,Reversao,4,80.00,0
alaska-&-square,2020-06-18,WIN,VENDA,80.00,0,15:06:14,Reversao,4,80.00,0
alaska-&-square,2020-06-19,WIN,VENDA,80.00,0,10:00:08,Reversao,4,80.00,0
alaska-&-square,2020-06-19,WIN,VENDA,80.00,0,13:10:10,Reversao,4,80.00,0
alaska-&-square,2020-06-19,WIN,VENDA,-920.00,0,16:10:10,Reversao,16,-920.00,0
alaska-&-square,2020-06-22,WIN,VENDA,80.00,0,14:26:08,Reversao,4,80.00,0
alaska-&-square,2020-06-23,WIN,VENDA,80.00,0,12:33:21,Reversao,4,80.00,0
alaska-&-square,2020-06-24,WIN,VENDA,264.00,0,10:24:08,Reversao,16,264.00,0
alaska-&-square,2020-06-24,WIN,VENDA,80.00,0,14:14:21,Reversao,4,80.00,0
alaska-&-square,2020-06-24,WIN,VENDA,80.00,0,15:02:06,Reversao,4,80.00,0
alaska-&-square,2020-06-25,WIN,VENDA,80.00,0,10:50:00,Reversao,4,80.00,0
alaska-&-square,2020-06-25,WIN,VENDA,80.00,0,12:30:10,Reversao,4,80.00,0
alaska-&-square,2020-06-25,WIN,VENDA,80.00,0,15:24:07,Reversao,4,80.00,0
alaska-&-square,2020-06-26,WIN,VENDA,264.00,0,11:01:10,Reversao,16,264.00,0
alaska-&-square,2020-06-29,WIN,VENDA,80.00,0,10:38:08,Reversao,4,80.00,0
alaska-&-square,2020-06-29,WIN,VENDA,80.00,0,12:12:10,Reversao,4,80.00,0
alaska-&-square,2020-06-29,WIN,VENDA,-920.00,0,15:50:10,Reversao,16,-920.00,0
alaska-&-square,2020-06-30,WIN,VENDA,80.00,0,12:27:01,Reversao,4,80.00,0
alaska-&-square,2020-07-01,WIN,VENDA,80.00,0,11:46:10,Reversao,4,80.00,0
alaska-&-square,2020-07-01,WIN,VENDA,80.00,0,12:07:10,Reversao,4,80.00,0
alaska-&-square,2020-07-01,WIN,VENDA,80.00,0,13:35:10,Reversao,4,80.00,0
alaska-&-square,2020-07-02,WIN,VENDA,264.00,0,10:06:21,Reversao,16,264.00,0
alaska-&-square,2020-07-02,WIN,VENDA,264.00,0,11:00:08,Reversao,16,264.00,0
