robo,data,ativo,lado,resultado,resultado_pct,hora,estrategia,lote,resultado_bruto,custos
alaska-&-square,2021-10-13,WIN,VENDA,-920.00,0,10:06:04,Reversao,16,-920.00,0
alaska-&-square,2021-10-13,WIN,VENDA,80.00,0,11:06:07,Reversao,4,80.00,0
alaska-&-square,2021-10-13,WIN,VENDA,264.00,0,13:23:01,Reversao,16,264.00,0
alaska-&-square,2021-10-13,WIN,VENDA,80.00,0,14:06:05,Reversao,4,80.00,0
alaska-&-square,2021-10-14,WIN,VENDA,80.00,0,12:04:10,Reversao,4,80.00,0
alaska-&-square,2021-10-14,WIN,VENDA,264.00,0,15:01:06,Reversao,16,264.00,0
alaska-&-square,2021-10-15,WIN,VENDA,264.00,0,14:15:14,Reversao,16,264.00,0
alaska-&-square,2021-10-18,WIN,VENDA,264.00,0,15:47:01,Reversao,16,264.00,0
alaska-&-square,2021-10-20,WIN,VENDA,80.00,0,10:00:05,Reversao,4,80.00,0
alaska-&-square,2021-10-20,WIN,VENDA,80.00,0,14:04:08,Reversao,4,80.00,0
alaska-&-square,2021-10-20,WIN,VENDA,264.00,0,16:02:08,Reversao,16,264.00,0
alaska-&-square,2021-10-21,WIN,VENDA,264.00,0,11:12:04,Reversao,16,264.00,0
alaska-&-square,2021-10-21,WIN,VENDA,80.00,0,14:02:08,Reversao,4,80.00,0
alaska-&-square,2021-10-22,WIN,VENDA,-920.00,0,14:06:10,Reversao,16,-920.00,0
alaska-&-square,2021-10-22,WIN,VENDA,80.00,0,15:01:10,Reversao,4,80.00,0
alaska-&-square,2021-10-25,WIN,VENDA,-920.00,0,10:00:06,Reversao,16,-920.00,0
alaska-&-square,2021-10-25,WIN,VENDA,264.00,0,12:18:01,Reversao,16,264.00,0
alaska-&-square,2021-10-25,WIN,VENDA,-920.00,0,14:20:05,Reversao,16,-920.00,0
alaska-&-square,2021-10-25,WIN,VENDA,264.00,0,16:12:01,Reversao,16,264.00,0
alaska-&-square,2021-10-26,WIN,VENDA,80.00,0,16:29:04,Reversao,4,80.00,0
alaska-&-square,2021-10-27,WIN,VENDA,264.00,0,10:05:10,Reversao,16,264.00,0
alaska-&-square,2021-10-27,WIN,VENDA,-920.00,0,14:09:06,Reversao,16,-920.00,0
alaska-&-square,2021-10-27,WIN,VENDA,80.00,0,15:36:08,Reversao,4,80.00,0
alaska-&-square,2021-10-28,WIN,VENDA,80.00,0,11:23:00,Reversao,4,80.00,0
alaska-&-square,2021-10-28,WIN,VENDA,264.00,0,15:23:08,Reversao,16,264.00,0
alaska-&-square,2021-10-29,WIN,VENDA,80.00,0,10:09:02,Reversao,4,80.00,0
alaska-&-square,2021-10-29,WIN,VENDA,80.00,0,12:15:03,Reversao,4,80.00,0
alaska-&-square,2021-11-01,WIN,VENDA,264.00,0,10:11:08,Reversao,16,264.00,0
alaska-&-square,2021-11-01,WIN,VENDA,-920.00,0,12:12:10,Reversao,16,-920.00,0
alaska-&-square,2021-11-01,WIN,VENDA,264.00,0,14:09:03,Reversao,16,264.00,0
alaska-&-square,2021-11-03,WIN,VENDA,264.00,0,12:04:05,Reversao,16,264.00,0
alaska-&-square,2021-11-03,WIN,VENDA,80.00,0,13:01:05,Reversao,4,80.00,0
alaska-&-square,2021-11-03,WIN,VENDA,80.00,0,16:02:05,Reversao,4,80.00,0
alaska-&-square,2021-11-04,WIN,VENDA,264.00,0,13:09:08,Reversao,16,264.00,0
alaska-&-square,2021-11-05,WIN,VENDA,80.00,0,11:14:05,Reversao,4,80.00,0
alaska-&-square,2021-11-05,WIN,VENDA,80.00,0,14:11:05,Reversao,4,80.00,0
alaska-&-square,2021-11-08,WIN,VENDA,264.00,0,12:04:08,Reversao,16,264.00,0
alaska-&-square,2021-11-08,WIN,VENDA,-920.00,0,14:25:01,Reversao,16,-920.00,0
alaska-&-square,2021-11-09,WIN,VENDA,80.00,0,13:08:08,Reversao,4,80.00,0
alaska-&-square,2021-11-09,WIN,VENDA,80.00,0,14:04:06,Reversao,4,80.00,0
alaska-&-square,2021-11-09,WIN,VENDA,264.00,0,15:27:21,Reversao,16,264.00,0
alaska-&-square,2021-11-10,WIN,VENDA,80.00,0,10:00:04,Reversao,4,80.00,0
alaska-&-square,2021-11-10,WIN,VENDA,264.00,0,12:13:05,Reversao,16,264.00,0
alaska-&-square,2021-11-10,WIN,VENDA,80.00,0,14:43:02,Reversao,4,80.00,0
alaska-&-square,2021-11-11,WIN,VENDA,80.00,0,10:00:03,Reversao,4,80.00,0
alaska-&-square,2021-11-11,WIN,VENDA,-920.00,0,11:27:07,Reversao,16,-920.00,0
alaska-&-square,2021-11-11,WIN,VENDA,80.00,0,13:06:10,Reversao,4,80.00,0
alaska-&-square,2021-11-11,WIN,VENDA,80.00,0,16:11:14,Reversao,4,80.00,0
alaska-&-square,2021-11-12,WIN,VENDA,264.00,0,11:04:06,Reversao,16,264.00,0
alaska-&-square,2021-11-12,WIN,VENDA,264.00,0,14:10:06,Reversao,16,264.00,0
alaska-&-square,2021-11-12,WIN,VENDA,80.00,0,16:29:10,Reversao,4,80.00,0
alaska-&-square,2021-11-16,WIN,VENDA,264.00,0,10:02:06,Reversao,16,264.00,0
alaska-&-square,2021-11-16,WIN,VENDA,264.00,0,15:20:02,Reversao,16,264.00,0
alaska-&-square,2021-11-17,WIN,VENDA,80.00,0,10:30:59,Reversao,4,80.00,0
alaska-&-square,2021-11-17,WIN,VENDA,80.00,0,13:10:14,Reversao,4,80.00,0
alaska-&-square,2021-11-18,WIN,VENDA,264.00,0,10:01:02,Reversao,16,264.00,0
alaska-&-square,2021-11-19,WIN,VENDA,264.00,0,10:03:01,Reversao,16,264.00,0
alaska-&-square,2021-11-19,WIN,VENDA,-920.00,0,11:10:05,Reversao,16,-920.00,0
alaska-&-square,2021-11-19,WIN,VENDA,80.00,0,12:04:03,Reversao,4,80.00,0
alaska-&-square,2021-11-19,WIN,VENDA,-920.00,0,14:14:03,Reversao,16,-920.00,0
alaska-&-square,2021-11-22,WIN,VENDA,264.00,0,11:24:09,Reversao,16,264.00,0
alaska-&-square,2021-11-22,WIN,VENDA,80.00,0,13:19:10,Reversao,4,80.00,0
alaska-&-square,2021-11-23,WIN,VENDA,264.00,0,10:13:00,Reversao,16,264.00,0
alaska-&-square,2021-11-23,WIN,VENDA,80.00,0,12:02:10,Reversao,4,80.00,0
alaska-&-square,2021-11-23,WIN,VENDA,-920.00,0,14:15:01,Reversao,16,-920.00,0
alaska-&-square,2021-11-23,WIN,VENDA,80.00,0,16:05:00,Reversao,4,80.00,0
alaska-&-square,2021-11-24,WIN,VENDA,264.00,0,15:04:14,Reversao,16,264.00,0
alaska-&-square,2021-11-25,WIN,VENDA,264.00,0,11:10:14,Reversao,16,264.00,0
alaska-&-square,2021-11-26,WIN,VENDA,80.00,0,10:00:04,Reversao,4,80.00,0
alaska-&-square,2021-11-26,WIN,VENDA,264.00,0,15:32:01,Reversao,16,264.00,0
alaska-&-square,2021-11-29,WIN,VENDA,264.00,0,10:09:03,Reversao,16,264.00,0
alaska-&-square,2021-11-29,WIN,VENDA,-920.00,0,11:11:05,Reversao,16,-920.00,0
alaska-&-square,2021-11-29,WIN,VENDA,264.00,0,13:34:01,Reversao,16,264.00,0
alaska-&-square,2021-11-29,WIN,VENDA,80.00,0,15:18:08,Reversao,4,80.00,0
alaska-&-square,2021-11-29,WIN,VENDA,80.00,0,16:06:04,Reversao,4,80.00,0
alaska-&-square,2021-11-30,WIN,VENDA,264.00,0,10:15:04,Reversao,16,264.00,0
alaska-&-square,2021-11-30,WIN,VENDA,264.00,0,11:01:02,Reversao,16,264.00,0
alaska-&-square,2021-12-01,WIN,VENDA,-920.00,0,10:00:06,Reversao,16,-920.00,0
alaska-&-square,2021-12-01,WIN,VENDA,80.00,0,11:08:10,Reversao,4,80.00,0
alaska-&-square,2021-12-02,WIN,VENDA,80.00,0,11:05:08,Reversao,4,80.00,0
alaska-&-square,2021-12-02,WIN,VENDA,264.00,0,12:06:01,Reversao,16,264.00,0
alaska-&-square,2021-12-02,WIN,VENDA,264.00,0,13:32:01,Reversao,16,264.00,0
alaska-&-square,2021-12-02,WIN,VENDA,-920.00,0,14:01:14,Reversao,16,-920.00,0
alaska-&-square,2021-12-03,WIN,VENDA,264.00,0,11:24:05,Reversao,16,264.00,0
alaska-&-square,2021-12-03,WIN,VENDA,80.00,0,16:12:07,Reversao,4,80.00,0
alaska-&-square,2021-12-06,WIN,VENDA,-920.00,0,10:01:06,Reversao,16,-920.00,0
alaska-&-square,2021-12-06,WIN,VENDA,80.00,0,11:00:04,Reversao,4,80.00,0
alaska-&-square,2021-12-06,WIN,VENDA,-920.00,0,12:06:08,Reversao,16,-920.00,0
alaska-&-square,2021-12-06,WIN,VENDA,80.00,0,13:03:10,Reversao,4,80.00,0
alaska-&-square,2021-12-06,WIN,VENDA,80.00,0,15:03:05,Reversao,4,80.00,0
alaska-&-square,2021-12-07,WIN,VENDA,80.00,0,10:10:07,Reversao,4,80.00,0
alaska-&-square,2021-12-07,WIN,VENDA,80.00,0,13:16:06,Reversao,4,80.00,0
alaska-&-square,2021-12-07,WIN,VENDA,80.00,0,15:05:00,Reversao,4,80.00,0
alaska-&-square,2021-12-08,WIN,VENDA,80.00,0,12:02:10,Reversao,4,80.00,0
alaska-&-square,2021-12-08,WIN,VENDA,264.00,0,14:05:08,Reversao,16,264.00,0
alaska-&-square,2021-12-08,WIN,VENDA,-920.00,0,16:35:14,Reversao,16,-920.00,0
alaska-&-square,2021-12-09,WIN,VENDA,80.00,0,10:14:01,Reversao,4,80.00,0
alaska-&-square,2021-12-09,WIN,VENDA,264.00,0,13:13:14,Reversao,16,264.00,0
alaska-&-square,2021-12-09,WIN,VENDA,80.00,0,16:36:02,Reversao,4,80.00,0
alaska-&-square,2021-12-10,WIN,VENDA,264.00,0,11:12:01,Reversao,16,264.00,0
alaska-&-square,2021-12-10,WIN,VENDA,80.00,0,14:26:06,Reversao,4,80.00,0
alaska-&-square,2021-12-13,WIN,VENDA,264.00,0,11:16:03,Reversao,16,264.00,0
alaska-&-square,2021-12-15,WIN,VENDA,80.00,0,10:04:08,Reversao,4,80.00,0
alaska-&-square,2021-12-15,WIN,VENDA,264.00,0,15:40:10,Reversao,16,264.00,0
alaska-&-square,2021-12-16,WIN,VENDA,264.00,0,13:06:14,Reversao,16,264.00,0
alaska-&-square,2021-12-16,WIN,VENDA,-920.00,0,14:46:13,Reversao,16,-920.00,0
alaska-&-square,2021-12-16,WIN,VENDA,80.00,0,16:17:21,Reversao,4,80.00,0
alaska-&-square,2021-12-17,WIN,VENDA,264.00,0,13:48:14,Reversao,16,264.00,0
alaska-&-square,2021-12-17,WIN,VENDA,264.00,0,15:13:10,Reversao,16,264.00,0
alaska-&-square,2021-12-20,WIN,VENDA,80.00,0,10:03:06,Reversao,4,80.00,0
alaska-&-square,2021-12-20,WIN,VENDA,80.00,0,14:56:08,Reversao,4,80.00,0
alaska-&-square,2021-12-21,WIN,VENDA,-920.00,0,14:33:05,Reversao,16,-920.00,0
alaska-&-square,2021-12-23,WIN,VENDA,264.00,0,12:04:10,Reversao,16,264.00,0
alaska-&-square,2021-12-27,WIN,VENDA,80.00,0,11:19:10,Reversao,4,80.00,0
alaska-&-square,2021-12-27,WIN,VENDA,264.00,0,13:24:13,Reversao,16,264.00,0
alaska-&-square,2021-12-28,WIN,VENDA,-920.00,0,14:32:10,Reversao,16,-920.00,0
alaska-&-square,2021-12-29,WIN,VENDA,80.00,0,10:06:03,Reversao,4,80.00,0
alaska-&-square,2021-12-30,WIN,VENDA,264.00,0,10:17:02,Reversao,16,264.00,0
alaska-&-square,2021-12-30,WIN,VENDA,264.00,0,12:11:05,Reversao,16,264.00,0
alaska-&-square,2022-01-03,WIN,VENDA,-920.00,0,10:03:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-03,WIN,VENDA,80.00,0,11:01:00,Reversao,4,80.00,0
alaska-&-square,2022-01-03,WIN,VENDA,-920.00,0,13:12:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-04,WIN,VENDA,80.00,0,10:00:00,Reversao,4,80.00,0
alaska-&-square,2022-01-04,WIN,VENDA,80.00,0,13:01:00,Reversao,4,80.00,0
alaska-&-square,2022-01-05,WIN,VENDA,80.00,0,12:07:00,Reversao,4,80.00,0
alaska-&-square,2022-01-06,WIN,VENDA,80.00,0,10:02:00,Reversao,4,80.00,0
alaska-&-square,2022-01-06,WIN,VENDA,-920.00,0,11:15:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-06,WIN,VENDA,264.00,0,12:05:00,Reversao,16,264.00,0
alaska-&-square,2022-01-06,WIN,VENDA,80.00,0,13:27:00,Reversao,4,80.00,0
alaska-&-square,2022-01-07,WIN,VENDA,80.00,0,10:02:00,Reversao,4,80.00,0
alaska-&-square,2022-01-07,WIN,VENDA,80.00,0,12:01:00,Reversao,4,80.00,0
alaska-&-square,2022-01-10,WIN,VENDA,80.00,0,14:23:00,Reversao,4,80.00,0
alaska-&-square,2022-01-11,WIN,VENDA,264.00,0,11:21:00,Reversao,16,264.00,0
alaska-&-square,2022-01-12,WIN,VENDA,80.00,0,12:03:00,Reversao,4,80.00,0
alaska-&-square,2022-01-12,WIN,VENDA,-920.00,0,14:13:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-12,WIN,VENDA,264.00,0,15:32:00,Reversao,16,264.00,0
alaska-&-square,2022-01-13,WIN,VENDA,80.00,0,12:01:00,Reversao,4,80.00,0
alaska-&-square,2022-01-13,WIN,VENDA,80.00,0,14:17:00,Reversao,4,80.00,0
alaska-&-square,2022-01-13,WIN,VENDA,-920.00,0,16:47:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-14,WIN,VENDA,80.00,0,13:23:00,Reversao,4,80.00,0
alaska-&-square,2022-01-17,WIN,VENDA,-920.00,0,13:16:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-18,WIN,VENDA,-920.00,0,10:03:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-18,WIN,VENDA,80.00,0,11:32:00,Reversao,4,80.00,0
alaska-&-square,2022-01-18,WIN,VENDA,-920.00,0,13:31:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-18,WIN,VENDA,80.00,0,14:04:00,Reversao,4,80.00,0
alaska-&-square,2022-01-19,WIN,VENDA,80.00,0,12:33:00,Reversao,4,80.00,0
alaska-&-square,2022-01-19,WIN,VENDA,264.00,0,14:39:00,Reversao,16,264.00,0
alaska-&-square,2022-01-20,WIN,VENDA,264.00,0,12:09:00,Reversao,16,264.00,0
alaska-&-square,2022-01-20,WIN,VENDA,264.00,0,15:34:00,Reversao,16,264.00,0
alaska-&-square,2022-01-21,WIN,VENDA,-920.00,0,11:07:00,Reversao,16,-920.00,0
alaska-&-square,2022-01-21,WIN,VENDA,80.00,0,12:07:00,Reversao,4,80.00,0
alaska-&-square,2022-01-24,WIN,VENDA,264.00,0,10:16:00,Reversao,16,264.00,0
alaska-&-square,2022-01-24,WIN,VENDA,80.00,0,13:25:00,Reversao,4,80.00,0
alaska-&-square,2022-01-24,WIN,VENDA,80.00,0,16:22:00,Reversao,4,80.00,0
alaska-&-square,2022-01-26,WIN,VENDA,264.00,0,11:00:00,Reversao,16,264.00,0
alaska-&-square,2022-01-26,WIN,VENDA,264.00,0,12:02:00,Reversao,16,264.00,0
alaska-&-square,2022-01-26,WIN,VENDA,80.00,0,13:34:00,Reversao,4,80.00,0
alaska-&-square,2022-01-26,WIN,VENDA,264.00,0,15:02:00,Reversao,16,264.00,0
alaska-&-square,2022-01-27,WIN,VENDA,264.00,0,11:22:00,Reversao,16,264.00,0
alaska-&-square,2022-01-28,WIN,VENDA,80.00,0,11:02:00,Reversao,4,80.00,0
alaska-&-square,2022-01-28,WIN,VENDA,264.00,0,13:31:00,Reversao,16,264.00,0
alaska-&-square,2022-01-28,WIN,VENDA,80.00,0,16:14:00,Reversao,4,80.00,0
alaska-&-square,2022-01-31,WIN,VENDA,264.00,0,11:03:00,Reversao,16,264.00,0
alaska-&-square,2022-01-31,WIN,VENDA,264.00,0,14:08:00,Reversao,16,264.00,0
alaska-&-square,2022-02-01,WIN,VENDA,264.00,0,11:04:00,Reversao,16,264.00,0
alaska-&-square,2022-02-01,WIN,VENDA,80.00,0,12:02:00,Reversao,4,80.00,0
alaska-&-square,2022-02-01,WIN,VENDA,80.00,0,13:30:00,Reversao,4,80.00,0
alaska-&-square,2022-02-02,WIN,VENDA,264.00,0,15:09:00,Reversao,16,264.00,0
alaska-&-square,2022-02-03,WIN,VENDA,264.00,0,12:03:00,Reversao,16,264.00,0
alaska-&-square,2022-02-03,WIN,VENDA,264.00,0,15:04:00,Reversao,16,264.00,0
alaska-&-square,2022-02-04,WIN,VENDA,80.00,0,10:02:00,Reversao,4,80.00,0
alaska-&-square,2022-02-04,WIN,VENDA,264.00,0,12:10:00,Reversao,16,264.00,0
alaska-&-square,2022-02-04,WIN,VENDA,264.00,0,14:11:00,Reversao,16,264.00,0
alaska-&-square,2022-02-07,WIN,VENDA,80.00,0,11:03:00,Reversao,4,80.00,0
alaska-&-square,2022-02-07,WIN,VENDA,80.00,0,13:35:00,Reversao,4,80.00,0
alaska-&-square,2022-02-08,WIN,VENDA,80.00,0,12:01:00,Reversao,4,80.00,0
alaska-&-square,2022-02-09,WIN,VENDA,80.00,0,13:25:00,Reversao,4,80.00,0
alaska-&-square,2022-02-09,WIN,VENDA,80.00,0,15:22:00,Reversao,4,80.00,0
alaska-&-square,2022-02-10,WIN,VENDA,80.00,0,11:00:00,Reversao,4,80.00,0
alaska-&-square,2022-02-10,WIN,VENDA,-920.00,0,14:45:00,Reversao,16,-920.00,0
alaska-&-square,2022-02-10,WIN,VENDA,264.00,0,16:15:00,Reversao,16,264.00,0
alaska-&-square,2022-02-11,WIN,VENDA,80.00,0,10:55:00,Reversao,4,80.00,0
alaska-&-square,2022-02-11,WIN,VENDA,80.00,0,15:37:00,Reversao,4,80.00,0
alaska-&-square,2022-02-14,WIN,VENDA,264.00,0,11:17:00,Reversao,16,264.00,0
alaska-&-square,2022-02-14,WIN,VENDA,80.00,0,15:30:00,Reversao,4,80.00,0
alaska-&-square,2022-02-15,WIN,VENDA,264.00,0,11:16:00,Reversao,16,264.00,0
alaska-&-square,2022-02-16,WIN,VENDA,264.00,0,11:12:00,Reversao,16,264.00,0
alaska-&-square,2022-02-16,WIN,VENDA,-920.00,0,16:02:00,Reversao,16,-920.00,0
alaska-&-square,2022-02-17,WIN,VENDA,80.00,0,10:08:00,Reversao,4,80.00,0
alaska-&-square,2022-02-17,WIN,VENDA,80.00,0,11:20:00,Reversao,4,80.00,0
alaska-&-square,2022-02-17,WIN,VENDA,80.00,0,16:12:00,Reversao,4,80.00,0
alaska-&-square,2022-02-18,WIN,VENDA,80.00,0,10:09:00,Reversao,4,80.00,0
alaska-&-square,2022-02-22,WIN,VENDA,80.00,0,11:24:00,Reversao,4,80.00,0
alaska-&-square,2022-02-22,WIN,VENDA,264.00,0,12:01:00,Reversao,16,264.00,0
alaska-&-square,2022-02-23,WIN,VENDA,264.00,0,10:02:00,Reversao,16,264.00,0
alaska-&-square,2022-02-23,WIN,VENDA,80.00,0,11:12:00,Reversao,4,80.00,0
alaska-&-square,2022-02-23,WIN,VENDA,264.00,0,14:03:00,Reversao,16,264.00,0
alaska-&-square,2022-02-24,WIN,VENDA,80.00,0,10:09:00,Reversao,4,80.00,0
alaska-&-square,2022-02-24,WIN,VENDA,80.00,0,11:13:00,Reversao,4,80.00,0
alaska-&-square,2022-02-24,WIN,VENDA,-920.00,0,12:04:00,Reversao,16,-920.00,0
alaska-&-square,2022-02-25,WIN,VENDA,80.00,0,11:01:00,Reversao,4,80.00,0
alaska-&-square,2022-02-25,WIN,VENDA,80.00,0,12:02:00,Reversao,4,80.00,0
alaska-&-square,2022-02-25,WIN,VENDA,264.00,0,14:14:00,Reversao,16,264.00,0
alaska-&-square,2022-03-03,WIN,VENDA,-920.00,0,11:51:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-03,WIN,VENDA,-920.00,0,14:28:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-04,WIN,VENDA,264.00,0,10:09:00,Reversao,16,264.00,0
alaska-&-square,2022-03-21,WIN,VENDA,80.00,0,13:28:00,Reversao,4,80.00,0
alaska-&-square,2022-03-08,WIN,VENDA,80.00,0,10:02:00,Reversao,4,80.00,0
alaska-&-square,2022-03-08,WIN,VENDA,80.00,0,12:02:00,Reversao,4,80.00,0
alaska-&-square,2022-03-10,WIN,VENDA,80.00,0,12:03:00,Reversao,4,80.00,0
alaska-&-square,2022-03-10,WIN,VENDA,-920.00,0,13:06:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-10,WIN,VENDA,80.00,0,14:10:00,Reversao,4,80.00,0
alaska-&-square,2022-03-11,WIN,VENDA,80.00,0,11:40:00,Reversao,4,80.00,0
alaska-&-square,2022-03-11,WIN,VENDA,264.00,0,15:08:00,Reversao,16,264.00,0
alaska-&-square,2020-03-30,WIN,VENDA,80.00,0,14:01:10,Reversao,4,80.00,0
alaska-&-square,2023-03-20,WIN,VENDA,80.00,0,14:04:08,Reversao,4,80.00,0
alaska-&-square,2022-03-15,WIN,VENDA,264.00,0,12:07:00,Reversao,16,264.00,0
alaska-&-square,2022-03-15,WIN,VENDA,80.00,0,14:16:00,Reversao,4,80.00,0
alaska-&-square,2022-03-17,WIN,VENDA,264.00,0,13:07:00,Reversao,16,264.00,0
alaska-&-square,2022-03-17,WIN,VENDA,-920.00,0,15:50:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-18,WIN,VENDA,264.00,0,10:18:00,Reversao,16,264.00,0
alaska-&-square,2022-03-18,WIN,VENDA,264.00,0,12:49:00,Reversao,16,264.00,0
alaska-&-square,2020-03-02,WIN,VENDA,80.00,0,14:08:14,Reversao,4,80.00,0
alaska-&-square,2023-03-27,WIN,VENDA,264.00,0,14:12:21,Reversao,16,264.00,0
alaska-&-square,2025-03-10,WIN,VENDA,80.00,0,14:36,Reversao,4,80.00,0
alaska-&-square,2024-03-04,WIN,VENDA,80.00,0,14:44:00,Reversao,4,80.00,0
alaska-&-square,2022-03-22,WIN,VENDA,80.00,0,12:30:00,Reversao,4,80.00,0
alaska-&-square,2022-03-22,WIN,VENDA,264.00,0,15:25:00,Reversao,16,264.00,0
alaska-&-square,2022-03-23,WIN,VENDA,-920.00,0,10:49:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-23,WIN,VENDA,80.00,0,13:12:00,Reversao,4,80.00,0
alaska-&-square,2022-03-24,WIN,VENDA,80.00,0,10:14:00,Reversao,4,80.00,0
alaska-&-square,2022-03-24,WIN,VENDA,80.00,0,14:40:00,Reversao,4,80.00,0
alaska-&-square,2022-03-25,WIN,VENDA,-920.00,0,10:04:00,Reversao,16,-920.00,0
alaska-&-square,2022-03-25,WIN,VENDA,80.00,0,12:09:00,Reversao,4,80.00,0
alaska-&-square,2022-03-25,WIN,VENDA,264.00,0,14:14:00,Reversao,16,264.00,0
alaska-&-square,2022-03-25,WIN,VENDA,80.00,0,15:12:00,Reversao,4,80.00,0
alaska-&-square,2022-03-28,WIN,VENDA,80.00,0,14:48:00,Reversao,4,80.00,0
alaska-&-square,2021-03-01,WIN,VENDA,80.00,0,15:03:06,Reversao,4,80.00,0
alaska-&-square,2022-03-30,WIN,VENDA,80.00,0,10:06:00,Reversao,4,80.00,0
alaska-&-square,2022-03-30,WIN,VENDA,264.00,0,13:22:00,Reversao,16,264.00,0
alaska-&-square,2022-03-30,WIN,VENDA,264.00,0,16:07:00,Reversao,16,264.00,0
alaska-&-square,2022-03-31,WIN,VENDA,80.00,0,11:03:00,Reversao,4,80.00,0
alaska-&-square,2022-03-31,WIN,VENDA,80.00,0,15:06:00,Reversao,4,80.00,0
alaska-&-square,2022-04-01,WIN,VENDA,264.00,0,12:37:00,Reversao,16,264.00,0
alaska-&-square,2024-04-02,WIN,VENDA,-920.00,0,14:00:00,Reversao,16,-920.00,0
alaska-&-square,2022-04-06,WIN,VENDA,264.00,0,10:22:00,Reversao,16,264.00,0
alaska-&-square,2022-04-06,WIN,VENDA,-920.00,0,12:29:00,Reversao,16,-920.00,0
alaska-&-square,2022-04-06,WIN,VENDA,264.00,0,14:08:00,Reversao,16,264.00,0
alaska-&-square,2022-04-06,WIN,VENDA,80.00,0,16:07:00,Reversao,4,80.00,0
alaska-&-square,2022-04-07,WIN,VENDA,264.00,0,11:03:00,Reversao,16,264.00,0
alaska-&-square,2022-04-07,WIN,VENDA,80.00,0,15:19:00,Reversao,4,80.00,0
alaska-&-square,2022-04-08,WIN,VENDA,264.00,0,12:46:00,Reversao,16,264.00,0
alaska-&-square,2022-04-08,WIN,VENDA,264.00,0,16:06:00,Reversao,16,264.00,0
alaska-&-square,2022-04-11,WIN,VENDA,264.00,0,11:05:00,Reversao,16,264.00,0
alaska-&-square,2022-04-11,WIN,VENDA,264.00,0,15:04:00,Reversao,16,264.00,0
alaska-&-square,2021-04-06,WIN,VENDA,264.00,0,14:10:05,Reversao,16,264.00,0
alaska-&-square,2022-04-13,WIN,VENDA,264.00,0,10:15:00,Reversao,16,264.00,0
alaska-&-square,2022-04-13,WIN,VENDA,264.00,0,16:20:00,Reversao,16,264.00,0
alaska-&-square,2022-04-18,WIN,VENDA,264.00,0,12:24:00,Reversao,16,264.00,0
alaska-&-square,2022-04-18,WIN,VENDA,80.00,0,15:17:00,Reversao,4,80.00,0
alaska-&-square,2022-04-26,WIN,VENDA,80.00,0,14:14:00,Reversao,4,80.00,0
alaska-&-square,2023-04-25,WIN,VENDA,80.00,0,14:22:00,Reversao,4,80.00,0
alaska-&-square,2022-04-20,WIN,VENDA,80.00,0,12:11:00,Reversao,4,80.00,0
alaska-&-square,2022-04-20,WIN,VENDA,264.00,0,15:18:00,Reversao,16,264.00,0
alaska-&-square,2022-04-25,WIN,VENDA,264.00,0,10:04:00,Reversao,16,264.00,0
alaska-&-square,2022-04-25,WIN,VENDA,-920.00,0,14:04:00,Reversao,16,-920.00,0
alaska-&-square,2022-04-25,WIN,VENDA,264.00,0,16:04:00,Reversao,16,264.00,0
alaska-&-square,2018-04-03,WIN,VENDA,80.00,0,14:36:40,Reversao,4,80.00,0
alaska-&-square,2022-04-27,WIN,VENDA,80.00,0,10:04:00,Reversao,4,80.00,0
alaska-&-square,2022-04-27,WIN,VENDA,264.00,0,15:17:00,Reversao,16,264.00,0
alaska-&-square,2022-04-28,WIN,VENDA,80.00,0,16:31:00,Reversao,4,80.00,0
alaska-&-square,2022-04-29,WIN,VENDA,80.00,0,11:16:00,Reversao,4,80.00,0
alaska-&-square,2022-05-03,WIN,VENDA,264.00,0,11:08:00,Reversao,16,264.00,0
alaska-&-square,2022-05-03,WIN,VENDA,80.00,0,15:05:00,Reversao,4,80.00,0
alaska-&-square,2022-05-04,WIN,VENDA,264.00,0,14:48:00,Reversao,16,264.00,0
alaska-&-square,2022-05-04,WIN,VENDA,-920.00,0,16:03:00,Reversao,16,-920.00,0
alaska-&-square,2022-05-06,WIN,VENDA,-920.00,0,10:11:00,Reversao,16,-920.00,0
alaska-&-square,2022-05-06,WIN,VENDA,80.00,0,14:12:00,Reversao,4,80.00,0
alaska-&-square,2022-05-06,WIN,VENDA,-920.00,0,16:21:00,Reversao,16,-920.00,0
alaska-&-square,2022-05-09,WIN,VENDA,80.00,0,14:13:00,Reversao,4,80.00,0
alaska-&-square,2022-05-09,WIN,VENDA,264.00,0,16:32:00,Reversao,16,264.00,0
alaska-&-square,2022-05-10,WIN,VENDA,264.00,0,15:06:00,Reversao,16,264.00,0
alaska-&-square,2022-05-11,WIN,VENDA,264.00,0,11:13:00,Reversao,16,264.00,0
